word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_3.started,text_2.stopped,text_3.stopped,instrText.started,key_resp.started,key_resp.keys,key_resp.rt,target.started,response.started,response.keys,response.corr,response.rt,text.started,text.stopped,endNotes.started,stressScore.started,stressScore.response,stressScore.rt,text_4.started,text_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
RED,blue,0,right,1,5,21,3,,,,,,,,,84.33536859999003,84.33536859999003,right,1,0.6694162999920081,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
GREEN,red,0,left,1,6,22,15,,,,,,,,,85.53518229999463,85.53518229999463,left,1,0.6936427000036929,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
RED,yellow,0,up,1,7,23,2,,,,,,,,,86.75152159998834,86.75152159998834,up,1,0.6215340000053402,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
GREEN,yellow,0,up,1,8,24,12,,,,,,,,,87.88468079999438,87.88468079999438,up,1,0.6581612000009045,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
RED,green,0,down,1,9,25,1,,,,,,,,,89.06778209999902,89.06778209999902,down,1,0.6121493999962695,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
RED,red,1,left,1,10,26,0,,,,,,,,,90.20094149999204,90.20094149999204,right,0,1.6878884000034304,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
YELLOW,yellow,1,up,1,11,27,8,,,,,,,,,92.41726909999852,92.41726909999852,up,1,0.5276768000039738,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
YELLOW,red,0,left,1,12,28,10,,,,,,,,,93.46738789998926,93.46738789998926,left,1,0.6010432000039145,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
GREEN,green,1,down,1,13,29,14,,,,,,,,,94.60023119999096,94.60023119999096,right,0,1.4460485000017798,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
YELLOW,green,0,down,1,14,30,9,,,,,,,,,96.5666659999988,96.5666659999988,down,1,0.675774100003764,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
BLUE,red,0,left,1,15,31,5,,,,,,,,,97.76634019998892,97.76634019998892,left,1,0.5890097999945283,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
YELLOW,red,0,left,2,0,32,10,,,,,,,,,98.88298899999063,98.88298899999063,left,1,0.5776010999979917,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
RED,yellow,0,up,2,1,33,2,,,,,,,,,99.98313939999207,99.98313939999207,up,1,1.7130010999972,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
RED,blue,0,right,2,2,34,3,,,,,,,,,102.21594509998977,102.21594509998977,right,1,1.3758483999990858,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
RED,green,0,down,2,3,35,1,,,,,,,,,104.11569149998832,104.11569149998832,down,1,2.125454900000477,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
RED,red,1,left,2,4,36,0,,,,,,,,,106.76518529999885,106.76518529999885,left,1,0.5050733999960357,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
YELLOW,blue,0,right,2,5,37,11,,,,,,,,,107.79839609999908,107.79839609999908,right,1,1.7388034999894444,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
GREEN,yellow,0,up,2,6,38,12,,,,,,,,,110.04806459999236,110.04806459999236,up,1,0.64822770000319,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
BLUE,red,0,left,2,7,39,5,,,,,,,,,111.21429639999405,111.21429639999405,left,1,0.7634789000003366,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
YELLOW,yellow,1,up,2,8,40,8,,,,,,,,,112.49750099999073,112.49750099999073,up,1,0.47955080000974704,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
GREEN,red,0,left,2,9,41,15,,,,,,,,,113.49729559999832,113.49729559999832,left,1,0.645324700002675,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
YELLOW,green,0,down,2,10,42,9,,,,,,,,,114.66376909999235,114.66376909999235,down,1,0.7313570999976946,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
BLUE,yellow,0,up,2,11,43,7,,,,,,,,,115.91351469999063,115.91351469999063,right,0,0.8970447999890894,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
BLUE,green,0,down,2,12,44,4,,,,,,,,,117.33006359999126,117.33006359999126,down,1,0.8354496999963885,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
GREEN,green,1,down,2,13,45,14,,,,,,,,,118.69643889999134,118.69643889999134,down,1,0.4619976000103634,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
BLUE,blue,1,right,2,14,46,6,,,,,,,,,119.67968879999535,119.67968879999535,right,1,0.8112426000006963,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
GREEN,blue,0,right,2,15,47,13,,,,,,,,,121.01271299998916,121.01271299998916,right,1,0.46956219999992754,,,,,,,,,001,Heidi_3,2023-04-14_14h54.57.722,strooptest,2022.2.5,60.022208214949984,
,,,,,,,,,,,,,,,,,,,,,121.5126775999961,121.64158749999478,122.15624979999848,122.15624979999848,3.0,2.7598607999971136,124.77875939999649,127.77827439999965,,,,,,,
