word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_3.started,text_2.stopped,text_3.stopped,instrText.started,key_resp.started,key_resp.keys,key_resp.rt,target.started,response.started,response.keys,response.corr,response.rt,text.started,text.stopped,endNotes.started,stressScore.started,stressScore.response,stressScore.rt,text_4.started,text_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
RED,yellow,0,up,1,10,26,2,,,,,,,,,104.64578560000518,104.64578560000518,down,0,0.8251666999422014,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
YELLOW,blue,0,right,1,11,27,11,,,,,,,,,105.99647010001354,105.99647010001354,right,1,1.0998636999283917,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
GREEN,yellow,0,up,1,12,28,12,,,,,,,,,107.62904690002324,107.62904690002324,up,1,0.7471617999835871,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
RED,green,0,down,1,13,29,1,,,,,,,,,108.89552370004822,108.89552370004822,down,1,1.7636585999280214,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
RED,blue,0,right,1,14,30,3,,,,,,,,,111.17847210000036,111.17847210000036,right,1,0.5779565999400802,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
BLUE,blue,1,right,1,15,31,6,,,,,,,,,112.27825960004702,112.27825960004702,right,1,1.0310002999030985,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
GREEN,red,0,left,2,0,32,15,,,,,,,,,113.82904810004402,113.82904810004402,left,1,0.4972102999454364,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
YELLOW,yellow,1,up,2,1,33,8,,,,,,,,,114.84488430002239,114.84488430002239,down,0,0.6791465999558568,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
RED,green,0,down,2,2,34,1,,,,,,,,,116.04428980004741,116.04428980004741,left,0,0.9128240999416448,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
BLUE,blue,1,right,2,3,35,6,,,,,,,,,117.47738850000314,117.47738850000314,right,1,0.6595578999258578,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
GREEN,yellow,0,up,2,4,36,12,,,,,,,,,118.66040320001775,118.66040320001775,up,1,0.9189127999707125,,,,,,,,,001,nabeha_01,2023-04-18_19h02.08.986,strooptest,2022.2.5,60.628070437032946,
