word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_3.started,text_2.stopped,text_3.stopped,instrText.started,key_resp.started,key_resp.keys,key_resp.rt,target.started,response.started,response.keys,response.corr,response.rt,text.started,text.stopped,endNotes.started,stressScore.started,stressScore.response,stressScore.rt,text_4.started,text_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,26.36161419999553,56.35898549994454,56.375300999963656,56.859521899954416,56.859521899954416,56.859521899954416,space,13.547482600028161,,,,,,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
RED,blue,0,right,0,0,0,3,,,,,,,,,70.92350529995747,70.92350529995747,right,1,0.5097773000015877,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
GREEN,red,0,left,0,1,1,15,,,,,,,,,71.9557841999922,71.9557841999922,left,1,0.7413242000038736,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
GREEN,blue,0,right,0,2,2,13,,,,,,,,,73.22309239994502,73.22309239994502,right,1,0.6609228000161238,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
RED,yellow,0,up,0,3,3,2,,,,,,,,,74.40582399995765,74.40582399995765,up,1,0.6428128000115976,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
BLUE,yellow,0,up,0,4,4,7,,,,,,,,,75.57257619994925,75.57257619994925,up,1,0.42839410004671663,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
RED,green,0,down,0,5,5,1,,,,,,,,,76.52232429996366,76.52232429996366,down,1,0.4254326000227593,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
YELLOW,yellow,1,up,0,6,6,8,,,,,,,,,77.47220109996852,77.47220109996852,up,1,0.6274774000048637,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
YELLOW,green,0,down,0,7,7,9,,,,,,,,,78.6222561999457,78.6222561999457,down,1,0.6297766999923624,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
RED,red,1,left,0,8,8,0,,,,,,,,,79.77219709998462,79.77219709998462,left,1,0.4538409999804571,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
BLUE,blue,1,right,0,9,9,6,,,,,,,,,80.7551545999595,80.7551545999595,right,1,0.4006774000590667,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
YELLOW,red,0,left,0,10,10,10,,,,,,,,,81.68831759999739,81.68831759999739,left,1,0.45330270001431927,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
GREEN,green,1,down,0,11,11,14,,,,,,,,,82.67167149996385,82.67167149996385,down,1,0.7921005000243895,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
GREEN,yellow,0,up,0,12,12,12,,,,,,,,,83.98761989997001,83.98761989997001,up,1,0.4530671000247821,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
BLUE,green,0,down,0,13,13,4,,,,,,,,,84.97094179998385,84.97094179998385,down,1,0.605246800056193,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
YELLOW,blue,0,right,0,14,14,11,,,,,,,,,86.1038591999677,86.1038591999677,right,1,0.609703800000716,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
BLUE,red,0,left,0,15,15,5,,,,,,,,,87.23709309997503,87.23709309997503,left,1,0.4006180999567732,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
GREEN,yellow,0,up,1,0,16,12,,,,,,,,,88.17057869996643,88.17057869996643,up,1,0.5571574000059627,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
RED,green,0,down,1,1,17,1,,,,,,,,,89.25295339996228,89.25295339996228,down,1,0.5280014000018127,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
GREEN,green,1,down,1,2,18,14,,,,,,,,,90.3037570999586,90.3037570999586,down,1,0.6381144000333734,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
BLUE,yellow,0,up,1,3,19,7,,,,,,,,,91.46995040000184,91.46995040000184,up,1,0.7687383000156842,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
YELLOW,yellow,1,up,1,4,20,8,,,,,,,,,92.76962729997467,92.76962729997467,up,1,0.443373900023289,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
GREEN,red,0,left,1,5,21,15,,,,,,,,,93.73636469995836,93.73636469995836,left,1,0.4824178999988362,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
RED,red,1,left,1,6,22,0,,,,,,,,,94.73706519999541,94.73706519999541,left,1,0.3192212999565527,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
BLUE,red,0,left,1,7,23,5,,,,,,,,,95.58592789998511,95.58592789998511,left,1,0.3474720999947749,,,,,,,,,001,nabeha05,2023-04-18_19h40.25.548,strooptest,2022.2.5,60.141983189820124,
