word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_3.started,text_2.stopped,text_3.stopped,instrText.started,key_resp.started,key_resp.keys,key_resp.rt,target.started,response.started,response.keys,response.corr,response.rt,text.started,text.stopped,endNotes.started,stressScore.started,stressScore.response,stressScore.rt,text_4.started,text_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,27.24193090002518,57.23682250001002,57.25315900001442,57.73669859999791,57.73669859999791,57.73669859999791,space,14.43611150002107,,,,,,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
GREEN,green,1,down,0,0,0,14,,,,,,,,,72.70017820002977,72.70017820002977,down,1,0.901003299979493,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
BLUE,blue,1,right,0,1,1,6,,,,,,,,,74.13357840001117,74.13357840001117,right,1,0.5605988999595866,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
YELLOW,red,0,left,0,2,2,10,,,,,,,,,75.21701650001341,75.21701650001341,left,1,0.4315113000338897,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
GREEN,yellow,0,up,0,3,3,12,,,,,,,,,76.16604770004051,76.16604770004051,up,1,0.605915299966,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
YELLOW,green,0,down,0,4,4,9,,,,,,,,,77.29961420001928,77.29961420001928,down,1,0.6418705999967642,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
BLUE,green,0,down,0,5,5,4,,,,,,,,,78.46616660000291,78.46616660000291,down,1,0.674154800013639,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
RED,blue,0,right,0,6,6,3,,,,,,,,,79.66630770004122,79.66630770004122,right,1,0.7267016999539919,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
GREEN,blue,0,right,0,7,7,13,,,,,,,,,80.89913969999179,80.89913969999179,right,1,0.46727899997495115,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
BLUE,red,0,left,0,8,8,5,,,,,,,,,81.88290080003208,81.88290080003208,left,1,0.33659859996987507,,,,,,,,,001,nabeha02,2023-04-18_19h21.42.043,strooptest,2022.2.5,59.956351764628785,
