word,colour,congruent,corrAns,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,text_2.started,text_3.started,text_2.stopped,text_3.stopped,instrText.started,key_resp.started,key_resp.keys,key_resp.rt,target.started,response.started,response.keys,response.corr,response.rt,text.started,text.stopped,endNotes.started,stressScore.started,stressScore.response,stressScore.rt,text_4.started,text_4.stopped,session,participant,date,expName,psychopyVersion,frameRate,
BLUE,red,0,left,1,15,31,5,,,,,,,,,108.45258639997337,108.45258639997337,left,1,0.40922709996812046,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
BLUE,red,0,left,2,0,32,5,,,,,,,,,109.38617009995505,109.38617009995505,left,1,0.3658242999808863,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
GREEN,blue,0,right,2,1,33,13,,,,,,,,,110.26895749999676,110.26895749999676,right,1,0.5354344000224955,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
BLUE,yellow,0,up,2,2,34,7,,,,,,,,,111.3355669999728,111.3355669999728,up,1,0.5392462000017986,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
RED,green,0,down,2,3,35,1,,,,,,,,,112.40190789999906,112.40190789999906,down,1,0.49008620000677183,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
BLUE,green,0,down,2,4,36,4,,,,,,,,,113.41911289998097,113.41911289998097,down,1,0.3640105999656953,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
YELLOW,blue,0,right,2,5,37,11,,,,,,,,,114.30225459998474,114.30225459998474,left,0,0.6500040999962948,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
YELLOW,green,0,down,2,6,38,9,,,,,,,,,115.46828400000231,115.46828400000231,down,1,0.9602362000150606,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
RED,red,1,left,2,7,39,0,,,,,,,,,116.95132900000317,116.95132900000317,left,1,0.6357506000204012,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
GREEN,green,1,down,2,8,40,14,,,,,,,,,118.11757909995504,118.11757909995504,down,1,0.7898545000352897,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
GREEN,yellow,0,up,2,9,41,12,,,,,,,,,119.43431199999759,119.43431199999759,up,1,0.7163615000317805,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
YELLOW,red,0,left,2,10,42,10,,,,,,,,,120.66777139995247,120.66777139995247,left,1,0.5789396000327542,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
GREEN,red,0,left,2,11,43,15,,,,,,,,,121.76754349999828,121.76754349999828,up,0,0.5252120000077412,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
BLUE,blue,1,right,2,12,44,6,,,,,,,,,122.81700469995849,122.81700469995849,right,1,1.0880862000049092,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
RED,blue,0,right,2,13,45,3,,,,,,,,,124.43334230000619,124.43334230000619,left,0,0.7631240999908186,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
RED,yellow,0,up,2,14,46,2,,,,,,,,,125.71669460000703,125.71669460000703,up,1,1.0068419000017457,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
YELLOW,yellow,1,up,2,15,47,8,,,,,,,,,127.25013429997489,127.25013429997489,up,1,0.470519200025592,,,,,,,,,001,nabeha04pt2,2023-04-18_19h36.58.428,strooptest,2022.2.5,60.06976503885641,
,,,,,,,,,,,,,,,,,,,,,127.74987100000726,127.87710119999247,128.3995028999634,128.3995028999634,3.0,5.563574900035746,133.81553679995704,136.81455369998002,,,,,,,
